locality,house_size,n_bedroom,n_bathroom,n_room,sale_cond,park_facil,utility_avail,street,mzzone,sales_price,built_year,age,buildtype_Commercial,buildtype_House,buildtype_Others
1,1434,2,2,4,2,0,4,2,4,7372418,1974,37,0,1,0
3,1081,1,1,3,2,0,2,3,6,9284287,1969,40,0,1,0
3,794,1,1,2,4,1,4,1,6,9037577,1989,25,0,0,1
2,685,1,1,2,1,0,2,2,3,6336099,2002,10,0,0,1
5,2025,3,2,5,5,0,3,3,6,18615644,2003,8,1,0,0
4,1581,2,1,4,3,1,3,2,1,8647344,1971,38,0,0,1
5,1731,2,1,4,4,0,2,3,6,10810098,1985,23,0,1,0
1,1243,1,1,3,3,1,3,1,3,10251536,1985,24,1,0,0
3,1184,1,1,3,5,1,4,3,4,10307755,1968,40,0,1,0
4,1704,2,1,4,5,0,1,2,2,8225552,1980,27,0,1,0
2,961,1,1,3,2,1,1,1,3,8178567,1985,22,0,0,1
1,610,1,1,2,4,0,3,1,3,5642050,1990,21,1,0,0
2,640,1,1,2,1,0,4,1,1,6710088,1995,14,1,0,0
1,1650,2,2,4,5,0,1,3,2,12144026,1997,13,1,0,0
2,734,1,1,2,2,0,1,3,1,5777643,1984,26,0,0,1
3,717,1,1,2,3,1,3,1,4,9962148,1997,14,1,0,0
1,1419,2,2,4,1,0,1,2,6,8283161,1976,33,0,1,0
5,2055,3,2,5,4,1,3,2,5,12172827,1999,11,0,1,0
3,1010,1,1,3,1,1,4,1,5,9199291,1980,27,0,0,1
3,1011,1,1,3,4,0,3,2,4,11679420,1985,27,1,0,0
6,1806,2,1,5,4,1,4,1,4,20657351,1976,32,1,0,0
2,1225,2,2,4,5,0,4,2,1,8678894,1990,20,0,0,1
2,1252,2,2,4,2,1,2,2,4,9913310,1972,40,0,1,0
4,1913,3,2,5,1,1,4,1,5,16625553,1968,36,1,0,0
4,1729,2,1,4,4,1,4,3,4,11636761,1975,33,0,0,1
7,1717,1,1,4,5,1,4,2,4,14635728,1996,15,0,0,1
1,1091,1,1,3,4,1,1,2,3,7091942,1997,12,0,1,0
5,1629,2,1,4,4,1,4,2,6,16231588,2000,11,1,0,0
5,1724,2,1,4,4,1,3,2,4,15441281,1996,14,1,0,0
3,1198,1,1,3,5,0,4,3,4,9554873,1993,19,0,1,0
1,1329,1,1,3,3,0,1,1,1,4575963,1962,49,0,0,1
6,1634,1,1,4,3,1,4,3,6,21669477,1991,20,1,0,0
1,979,1,1,3,4,1,3,2,6,8346676,1968,42,0,1,0
4,1749,2,1,4,2,0,1,2,2,13110082,1971,41,1,0,0
1,1446,2,2,4,1,0,4,2,5,11781018,1981,30,1,0,0
3,1034,1,1,3,4,0,4,2,6,9452154,1995,14,0,1,0
7,1722,1,1,4,3,0,3,3,4,12536281,1992,14,0,1,0
6,1978,2,1,5,4,0,3,1,4,13884998,1994,16,0,0,1
4,1529,2,1,4,3,1,2,1,1,11697461,1971,38,1,0,0
3,1074,1,1,3,5,1,4,2,4,13663875,1975,33,1,0,0
5,2341,4,2,6,4,0,2,3,5,19587816,1992,16,1,0,0
3,1229,2,1,4,2,0,4,2,4,13905730,2001,10,1,0,0
3,1215,2,1,4,3,1,2,3,4,11075053,1996,10,0,0,1
6,1648,1,1,4,3,0,3,3,5,14174774,1998,10,0,0,1
7,1795,1,1,4,2,0,4,2,6,14401076,1980,33,0,0,1
4,1889,3,2,5,1,0,3,1,5,15593824,1981,29,1,0,0
5,1527,2,1,4,3,1,2,2,6,10814916,1996,16,0,1,0
3,951,1,1,3,4,0,2,1,4,10372157,1980,34,1,0,0
7,1993,2,1,5,2,1,2,2,4,14219175,2000,12,0,1,0
5,2329,4,2,6,1,1,4,3,6,21137174,2001,8,1,0,0
2,1094,1,1,3,2,1,1,1,2,8025165,1982,27,0,0,1
7,1796,1,1,4,2,1,3,1,6,13485827,1980,33,0,1,0
3,946,1,1,3,1,0,4,2,5,8117240,1993,21,0,1,0
4,1697,2,1,4,4,0,4,3,4,10046285,1957,55,0,0,1
6,1813,2,1,5,1,0,2,2,4,12647138,1970,40,0,0,1
5,1656,2,1,4,4,1,3,3,6,12211562,2001,7,0,1,0
6,1738,1,1,4,3,1,4,2,6,22211878,1996,12,1,0,0
3,1155,1,1,3,1,1,4,1,6,10192844,2003,4,0,1,0
3,768,1,1,2,1,0,3,1,5,6865579,1977,31,0,0,1
4,1818,3,2,5,2,1,2,1,2,9043436,1964,47,0,0,1
2,1199,1,1,3,3,0,1,3,4,10297148,1987,20,0,0,1
6,1658,1,1,4,1,0,1,1,6,18486044,1971,42,1,0,0
5,2034,3,2,5,4,1,4,3,6,13579981,2001,10,0,1,0
6,1899,2,1,5,1,1,1,1,5,13149303,1978,29,0,1,0
5,1621,2,1,4,5,1,3,3,6,16926764,1995,13,1,0,0
4,1660,2,1,4,2,1,2,2,2,9721331,1999,11,0,0,1
1,1037,1,1,3,3,1,4,3,1,8543569,1960,50,1,0,0
3,868,1,1,3,2,0,2,1,5,7854625,2007,7,0,0,1
1,783,1,1,2,1,1,4,2,6,7492346,1963,47,0,1,0
4,1642,2,1,4,5,0,2,3,6,16061409,1979,28,1,0,0
6,1618,1,1,4,4,1,2,1,4,11415680,1980,28,0,1,0
4,1645,2,1,4,3,0,3,3,5,9686789,1962,44,0,1,0
1,1150,1,1,3,2,0,3,1,2,5375664,1991,20,0,0,1
5,2186,3,2,5,3,1,4,3,6,14764454,1997,15,0,0,1
4,1911,3,2,5,2,0,2,3,5,16285393,1951,53,1,0,0
3,1058,1,1,3,1,1,2,1,4,7900295,1971,35,0,1,0
7,1720,1,1,4,2,1,4,1,5,12620418,1981,33,0,1,0
5,1719,2,1,4,1,1,2,2,6,11057919,1999,10,0,1,0
3,1191,1,1,3,1,1,4,2,4,13782979,1972,40,1,0,0
6,1903,2,1,5,2,0,3,1,5,13837968,1979,27,0,0,1
3,1039,1,1,3,3,1,4,1,5,9032243,1981,26,0,1,0
2,816,1,1,3,3,0,1,3,1,5989214,1997,13,0,1,0
7,1848,2,1,5,4,1,3,2,6,23167417,1987,23,1,0,0
2,931,1,1,3,2,0,1,1,4,11020882,2003,8,1,0,0
5,2062,3,2,5,4,1,4,2,4,11562480,1988,20,0,1,0
4,1894,3,2,5,2,1,3,1,1,14308612,1984,26,1,0,0
1,1474,2,2,4,2,0,3,3,3,8013223,1984,25,0,0,1
1,968,1,1,3,1,0,2,1,5,6143259,1998,12,0,1,0
7,1827,2,1,5,4,0,2,2,6,13921614,1994,14,0,1,0
3,709,1,1,2,4,0,3,2,6,8037243,1998,15,0,1,0
6,1983,2,1,5,3,1,3,2,4,15245971,1984,29,0,0,1
5,1464,2,1,4,1,0,4,2,4,12562104,1995,13,1,0,0
2,1290,2,2,4,5,0,4,2,1,8895975,1982,27,0,0,1
1,558,1,1,2,2,1,1,3,5,8311066,1969,42,1,0,0
5,1863,3,2,5,5,0,4,2,6,12531771,2003,8,0,0,1
2,1199,1,1,3,3,1,4,1,2,13122104,1976,31,1,0,0
7,1631,1,1,4,4,1,4,3,4,20045497,1967,40,1,0,0
4,1576,2,1,4,2,1,3,1,1,8119396,1981,24,0,0,1
3,1148,1,1,3,3,1,1,3,6,11573124,1985,28,0,0,1
6,1792,1,1,4,4,1,1,2,5,21760861,2003,7,1,0,0
7,1808,2,1,5,2,0,3,3,5,13357604,1997,17,0,1,0
7,1877,2,1,5,3,0,4,3,5,14294780,2001,12,0,1,0
4,1760,2,1,4,5,1,2,2,6,13209674,2004,5,0,0,1
3,966,1,1,3,1,0,3,2,4,10887403,1975,36,1,0,0
1,979,1,1,3,5,1,2,3,4,8217358,1971,40,0,0,1
3,1044,1,1,3,2,0,4,2,5,8974016,2000,8,0,1,0
2,1180,1,1,3,2,0,4,2,5,14690287,1993,16,1,0,0
3,1095,1,1,3,1,1,3,3,5,10669084,1979,34,0,0,1
3,1202,2,1,4,5,0,4,1,6,10793953,2003,4,0,0,1
2,691,1,1,2,4,1,1,3,3,10496342,1982,27,1,0,0
1,1313,1,1,3,3,0,1,1,6,11145024,1986,24,1,0,0
2,625,1,1,2,5,0,1,2,4,9132360,1967,40,1,0,0
5,1933,3,2,5,1,0,2,3,5,16299640,1986,22,1,0,0
1,681,1,1,2,2,1,4,1,6,6820836,1966,43,0,1,0
1,636,1,1,2,3,0,4,1,4,4946795,1984,27,0,0,1
6,1718,1,1,4,5,1,1,3,6,15154768,2000,14,0,1,0
1,1086,1,1,3,4,1,3,1,5,7305777,1965,45,0,1,0
3,845,1,1,3,1,0,3,1,5,10515005,2004,10,1,0,0
6,1774,1,1,4,2,1,3,1,6,14678457,1978,30,0,0,1
6,1730,1,1,4,1,0,4,3,5,12811189,1976,34,0,1,0
3,1180,1,1,3,5,0,3,2,5,9348573,1972,35,0,1,0
4,1607,2,1,4,4,0,1,2,5,14419358,1982,24,1,0,0
2,1182,1,1,3,1,0,2,1,5,13760521,2006,5,1,0,0
7,1539,1,1,4,2,0,2,3,4,17744002,1976,32,1,0,0
1,1636,2,2,4,1,0,4,1,1,6001608,1976,35,0,0,1
1,1088,1,1,3,2,0,2,2,4,6832864,1979,32,0,0,1
1,1229,1,1,3,1,1,4,3,4,8540768,1990,20,0,1,0
2,848,1,1,3,3,0,3,3,1,6902991,1986,20,0,0,1
3,1209,2,1,4,2,1,4,3,4,15503658,2002,5,1,0,0
5,2041,3,2,5,4,0,2,2,4,10077563,1989,19,0,1,0
2,618,1,1,2,3,0,3,3,1,5740622,1996,13,0,0,1
6,1750,1,1,4,2,0,2,3,5,12417133,1976,34,0,1,0
6,1816,2,1,5,1,0,1,1,6,13779699,1989,18,0,0,1
1,793,1,1,2,2,0,2,1,3,4622955,1989,21,0,0,1
4,1737,2,1,4,2,0,4,3,2,13868489,1972,34,1,0,0
2,658,1,1,2,5,0,4,1,1,4672400,1991,18,0,1,0
2,1219,2,2,4,5,0,1,2,6,11679787,1997,12,0,0,1
1,1272,1,1,3,4,0,4,3,4,10896535,1973,37,1,0,0
3,919,1,1,3,2,1,1,3,5,9280523,1987,23,0,1,0
6,1741,1,1,4,2,0,4,1,5,12643316,1977,36,0,0,1
6,1984,2,1,5,5,0,1,2,6,15868576,1986,26,0,0,1
5,2202,3,2,5,2,1,4,2,6,19678686,1994,14,1,0,0
2,630,1,1,2,5,1,3,3,2,7688082,1993,19,0,0,1
5,1344,2,1,4,3,0,4,2,6,13820638,2000,8,1,0,0
1,915,1,1,3,1,0,4,1,2,6250753,1967,43,1,0,0
4,1884,3,2,5,2,0,2,1,2,7210880,1958,50,0,1,0
7,1989,2,1,5,2,0,1,2,5,13324515,1972,37,0,1,0
2,730,1,1,2,1,1,2,3,4,8098476,1989,21,0,1,0
3,1081,1,1,3,1,1,1,2,5,9079134,1981,33,0,1,0
3,1198,1,1,3,4,1,1,2,4,14354645,1993,15,1,0,0
3,927,1,1,3,3,0,4,1,6,8435839,1998,15,0,1,0
4,1611,2,1,4,1,0,3,3,5,9773188,1983,24,0,1,0
2,655,1,1,2,5,1,4,2,5,11866572,2000,7,1,0,0
4,1634,2,1,4,5,1,3,3,3,15562156,1988,19,1,0,0
5,1762,2,1,4,1,0,3,2,6,15261924,1983,28,1,0,0
5,2049,3,2,5,4,0,4,2,4,10600547,1998,11,0,1,0
4,1711,2,1,4,3,0,4,3,4,15143500,1985,26,1,0,0
5,1807,3,2,5,1,1,2,2,6,16949158,1987,23,1,0,0
1,591,1,1,2,3,1,2,1,5,7535074,1979,31,1,0,0
7,1827,2,1,5,1,1,4,1,5,21460214,1995,13,1,0,0
2,789,1,1,2,5,1,1,1,4,11071674,1985,25,1,0,0
2,1299,2,2,4,4,0,1,3,6,16574854,1970,40,1,0,0
2,786,1,1,2,2,0,1,3,4,7718250,1975,31,0,0,1
4,1726,2,1,4,3,1,1,2,1,8037795,1968,42,0,1,0
7,1790,1,1,4,3,1,2,2,5,14783009,1987,21,0,0,1
2,691,1,1,2,3,0,1,1,3,5289815,1983,26,0,1,0
5,1405,2,1,4,2,1,3,2,5,10699463,1999,11,0,0,1
2,1009,1,1,3,4,1,2,2,4,13691636,2001,11,1,0,0
6,1525,1,1,4,2,1,4,3,6,20609126,1983,31,1,0,0
4,1847,3,2,5,1,1,2,3,5,11920750,1996,13,0,1,0
3,1250,2,1,4,3,1,2,2,6,16225690,1996,17,1,0,0
1,804,1,1,2,4,1,3,1,3,6287494,2003,7,0,0,1
5,2117,3,2,5,3,1,3,2,5,13111402,1992,17,0,0,1
5,2018,3,2,5,4,1,2,3,5,13131882,1990,21,0,0,1
3,942,1,1,3,4,0,1,2,4,7899990,1982,26,0,0,1
2,777,1,1,2,1,1,2,1,6,8849345,1986,25,0,0,1
7,1695,1,1,4,5,1,3,3,4,13671409,1984,22,0,1,0
2,902,1,1,3,3,0,2,3,2,11041969,2006,5,1,0,0
4,1904,3,2,5,3,0,1,2,1,8972543,1985,24,0,0,1
6,1536,1,1,4,2,0,2,1,4,10613913,1969,43,0,0,1
1,827,1,1,2,5,1,2,3,5,8830740,1994,17,0,0,1
4,1553,2,1,4,3,0,3,3,1,6812027,1952,54,0,1,0
3,768,1,1,2,5,1,2,1,4,7458724,1991,19,0,1,0
3,1245,2,1,4,2,0,4,2,6,15141884,2001,8,1,0,0
4,1662,2,1,4,3,1,1,2,1,8891381,1974,30,0,0,1
5,1958,3,2,5,3,0,4,3,5,11338783,1988,21,0,1,0
5,2281,4,2,6,3,1,3,3,5,20494719,1997,13,1,0,0
4,1908,3,2,5,3,1,2,1,2,8932495,1974,35,0,1,0
2,916,1,1,3,3,1,1,1,6,9791999,1977,34,0,0,1
3,1101,1,1,3,2,1,3,1,4,8763376,2004,9,0,1,0
6,1518,1,1,4,5,1,1,1,5,13014524,1981,33,0,0,1
2,1049,1,1,3,2,1,1,1,2,11618707,1992,20,1,0,0
1,736,1,1,2,3,1,4,1,5,6683036,1983,29,0,1,0
2,693,1,1,2,4,0,3,3,5,8422420,2003,8,0,1,0
6,1802,2,1,5,1,0,2,2,5,13973207,2008,6,0,0,1
2,888,1,1,3,3,1,1,1,2,10376644,1983,29,1,0,0
3,973,1,1,3,5,1,3,1,5,9823069,1993,13,0,0,1
1,663,1,1,2,1,1,3,1,2,4628531,1991,20,0,0,1
3,700,1,1,2,2,1,1,2,6,8642777,1971,40,0,0,1
2,976,1,1,3,4,1,4,1,5,10242458,1994,13,0,0,1
5,2283,4,2,6,2,1,4,3,5,14517294,2004,6,0,0,1
5,1301,1,1,3,2,1,2,2,4,12862024,2004,7,1,0,0
1,1261,1,1,3,1,0,2,2,4,10096694,1993,19,1,0,0
5,2365,4,2,6,1,0,2,3,6,19853696,1986,24,1,0,0
3,958,1,1,3,2,0,1,2,6,9323342,1999,12,0,0,1
4,1587,2,1,4,1,1,1,2,3,9041121,1984,23,0,1,0
7,1977,2,1,5,5,1,1,2,4,22858374,1978,33,1,0,0
3,1137,1,1,3,5,0,3,2,6,10869747,2005,5,0,0,1
3,865,1,1,3,4,0,2,3,4,8016334,1980,27,0,0,1
3,1125,1,1,3,1,1,2,1,6,9553701,1986,22,0,1,0
1,1635,2,2,4,5,0,2,1,2,11204891,2005,5,1,0,0
5,2345,4,2,6,2,0,2,3,6,13996145,1999,10,0,0,1
3,1072,1,1,3,4,1,1,2,4,8920694,1989,25,0,1,0
5,2416,4,2,6,2,1,2,2,6,20479346,1986,22,1,0,0
4,1720,2,1,4,1,0,3,2,3,8799214,1958,50,0,0,1
1,727,1,1,2,2,1,1,2,3,6188028,1996,13,0,0,1
7,1970,2,1,5,5,1,3,3,5,16888334,1971,40,0,0,1
4,1891,3,2,5,3,1,4,2,6,12881660,1965,45,0,0,1
1,1227,1,1,3,2,1,4,2,1,6638058,2005,6,0,1,0
3,1253,2,1,4,2,1,3,2,5,11517464,1998,9,0,0,1
1,1278,1,1,3,4,0,3,3,4,11093077,1991,21,1,0,0
2,692,1,1,2,2,0,4,1,1,4870547,1999,8,0,0,1
3,1186,1,1,3,5,0,4,2,4,13459912,1983,29,1,0,0
5,1881,3,2,5,3,1,4,2,6,13515668,2001,8,0,0,1
3,898,1,1,3,2,1,1,3,6,10798668,2006,6,0,0,1
4,1661,2,1,4,3,1,4,3,1,8990816,1976,29,0,1,0
5,1536,2,1,4,1,0,3,2,5,9182265,1994,15,0,1,0
3,726,1,1,2,5,1,2,1,4,7511011,1977,33,0,0,1
2,961,1,1,3,1,1,2,2,2,11363024,1989,18,1,0,0
1,1356,2,2,4,4,1,4,1,4,7619899,1968,43,0,1,0
3,882,1,1,3,5,0,2,1,6,9064155,2006,4,0,0,1
1,1558,2,2,4,5,1,2,2,2,8316858,1971,40,0,0,1
1,1440,2,2,4,4,1,2,1,5,8315616,1969,41,0,1,0
1,691,1,1,2,5,1,2,2,3,6417143,1989,20,0,0,1
2,1255,2,2,4,2,0,1,2,6,10467778,2001,11,0,1,0
3,1009,1,1,3,5,1,4,2,5,13923830,1985,24,1,0,0
2,1065,1,1,3,2,0,1,3,1,7165643,2003,5,0,1,0
3,1065,1,1,3,5,1,2,2,6,10274283,1969,38,0,1,0
1,694,1,1,2,1,1,3,1,2,4054455,1965,44,0,1,0
3,1045,1,1,3,3,0,4,2,6,9273075,1993,18,0,1,0
1,730,1,1,2,4,1,3,1,4,5786000,1977,32,0,1,0
4,1871,3,2,5,2,0,4,2,2,9107905,1955,49,0,0,1
3,994,1,1,3,5,1,4,2,5,9798081,1985,22,0,1,0
6,1754,1,1,4,5,0,1,1,4,11288943,1985,27,0,1,0
5,2224,4,2,6,2,1,3,3,5,13062751,1980,29,0,1,0
1,836,1,1,2,4,0,3,1,1,3795197,1988,22,0,0,1
1,1399,2,2,4,2,0,4,1,6,11680140,1970,39,1,0,0
4,1950,3,2,5,3,1,1,3,4,11688708,1995,11,0,1,0
6,1519,1,1,4,3,1,2,3,5,13585023,1974,39,0,0,1
6,1605,1,1,4,1,1,3,1,5,12683609,1968,40,0,0,1
3,1230,2,1,4,3,0,4,2,5,14603074,2000,7,1,0,0
1,584,1,1,2,4,1,4,1,5,7870992,1981,30,1,0,0
4,1590,2,1,4,4,0,3,2,5,13901784,1955,54,1,0,0
4,1734,2,1,4,2,0,2,1,6,10618679,1995,10,0,0,1
3,786,1,1,2,4,0,3,3,5,11232253,2001,6,1,0,0
3,701,1,1,2,1,0,4,2,4,8820090,1976,36,1,0,0
2,783,1,1,2,5,1,3,1,5,8982050,1969,38,0,0,1
6,1739,1,1,4,1,0,2,2,5,13338748,1998,15,0,0,1
3,1127,1,1,3,3,0,3,3,5,9168739,1977,32,0,1,0
3,919,1,1,3,4,0,4,1,4,10495993,1980,28,1,0,0
3,902,1,1,3,3,0,3,2,5,8940061,2003,4,0,0,1
2,838,1,1,3,5,1,4,1,4,11790920,1973,37,1,0,0
3,1026,1,1,3,4,0,4,1,6,12772389,1993,21,1,0,0
1,1346,2,2,4,1,1,3,3,3,7894901,1967,44,0,1,0
5,1764,2,1,4,5,0,2,2,6,11399512,1985,23,0,0,1
3,825,1,1,3,1,1,2,2,5,11735089,1998,14,1,0,0
4,1542,2,1,4,4,1,3,2,6,11327820,2000,11,0,1,0
5,1869,3,2,5,2,0,4,3,5,11839550,1995,16,0,0,1
2,1291,2,2,4,2,0,2,1,2,7229164,1980,27,0,1,0
1,950,1,1,3,4,1,2,3,1,5943168,1964,45,0,0,1
1,680,1,1,2,4,1,1,2,5,8684064,1978,32,1,0,0
6,1579,1,1,4,2,1,2,3,4,13248632,1981,31,0,0,1
3,1047,1,1,3,3,1,3,1,5,9431288,1969,37,0,0,1
6,1660,1,1,4,4,1,1,1,5,19335042,1979,30,1,0,0
3,835,1,1,3,1,1,4,3,5,9515504,1990,22,0,0,1
6,1883,2,1,5,5,0,3,1,6,13782733,1995,15,0,1,0
2,1109,1,1,3,2,1,1,2,6,10411211,1975,36,0,1,0
2,995,1,1,3,3,1,4,1,3,8449705,1977,34,0,0,1
4,1747,2,1,4,5,1,3,2,6,12567787,1979,33,0,0,1
6,1529,1,1,4,3,1,4,3,4,12525057,1972,35,0,1,0
1,1034,1,1,3,2,1,2,2,6,8938031,1972,37,0,0,1
5,1302,1,1,3,1,0,3,2,5,11851056,1984,26,1,0,0
1,654,1,1,2,3,1,2,2,2,7159771,2004,6,1,0,0
3,1020,1,1,3,5,1,4,3,4,13841757,1982,26,1,0,0
1,506,1,1,2,3,0,3,1,6,6832174,1983,27,1,0,0
7,1955,2,1,5,1,1,4,3,5,14545763,1971,43,0,1,0
1,1653,2,2,4,1,0,2,2,5,12833113,1984,25,1,0,0
4,1820,3,2,5,1,1,3,2,6,11636008,1977,32,0,1,0
4,1508,2,1,4,2,1,2,1,2,12564988,1996,9,1,0,0
1,1292,1,1,3,3,0,4,2,2,9504260,1993,17,1,0,0
6,1922,2,1,5,4,0,1,3,5,21971570,1985,24,1,0,0
1,584,1,1,2,5,0,3,1,2,4175730,2000,11,0,0,1
6,1839,2,1,5,5,1,3,3,4,14529136,1999,14,0,1,0
4,1879,3,2,5,4,0,4,1,6,10306671,1973,32,0,1,0
1,1199,1,1,3,2,0,3,1,6,7644277,1979,32,0,0,1
3,1181,1,1,3,4,1,3,3,6,11458212,1998,11,0,1,0
3,1068,1,1,3,4,0,2,1,6,9414298,2003,12,0,0,1
4,1686,2,1,4,3,1,2,3,6,12639399,1984,26,0,0,1
5,2242,4,2,6,5,1,4,3,4,14211285,1998,11,0,0,1
3,1259,2,1,4,3,0,1,3,5,10015397,1993,16,0,1,0
7,1843,2,1,5,5,1,1,1,4,14212306,1979,29,0,0,1
7,1924,2,1,5,2,1,3,2,4,15219478,1989,19,0,0,1
3,1144,1,1,3,4,0,1,3,4,13092388,1979,31,1,0,0
1,542,1,1,2,4,1,3,2,5,7989391,1984,26,1,0,0
6,1515,1,1,4,4,0,4,1,6,11353800,1972,39,0,1,0
2,630,1,1,2,1,0,1,3,5,10042142,1995,16,1,0,0
4,1671,2,1,4,4,0,4,3,6,11178306,1986,18,0,1,0
1,1047,1,1,3,2,0,2,3,3,6436026,1992,18,0,1,0
6,1595,1,1,4,2,1,2,1,4,18327604,1983,30,1,0,0
2,1299,2,2,4,4,0,1,1,2,8475559,1997,11,0,0,1
6,1626,1,1,4,2,1,1,3,4,13543974,1970,38,0,0,1
1,801,1,1,2,3,0,4,3,2,5325431,1993,17,0,1,0
3,1089,1,1,3,1,1,3,2,4,13688873,2005,4,1,0,0
6,1955,2,1,5,2,0,1,1,4,12096784,2001,11,0,1,0
5,1708,2,1,4,3,0,3,2,4,14312268,1993,17,1,0,0
7,1697,1,1,4,4,1,2,2,5,14742961,1996,10,0,0,1
7,1975,2,1,5,3,0,2,2,4,13250064,1995,12,0,1,0
4,1966,3,2,5,2,1,4,2,6,11956452,1959,49,0,1,0
6,1791,1,1,4,5,0,4,2,5,14637173,1994,15,0,0,1
4,1890,3,2,5,2,1,3,2,3,16548277,1999,7,1,0,0
1,967,1,1,3,3,0,1,2,1,4097486,1981,29,0,1,0
6,1711,1,1,4,2,0,3,3,6,14558414,2001,13,0,0,1
5,1583,2,1,4,5,0,2,3,6,11369501,1986,25,0,0,1
2,1274,2,2,4,3,1,2,2,5,11294830,1989,22,0,1,0
1,1356,2,2,4,2,0,4,3,3,7058040,1966,45,0,1,0
3,1144,1,1,3,5,1,2,1,5,9220543,1975,36,0,1,0
3,1129,1,1,3,2,0,1,1,6,9445554,1995,16,0,0,1
2,695,1,1,2,3,1,1,1,3,9425117,1996,11,1,0,0
3,867,1,1,3,3,1,4,1,5,8675535,1995,15,0,1,0
5,1501,2,1,4,3,0,4,3,5,9594775,1982,26,0,1,0
4,1896,3,2,5,1,1,1,1,6,12070552,1996,15,0,0,1
1,1449,2,2,4,2,0,3,1,2,5731736,1993,18,0,1,0
6,1700,1,1,4,3,0,2,1,4,12403664,2002,5,0,0,1
4,1829,3,2,5,1,0,4,1,4,9076496,1989,15,0,1,0
3,1178,1,1,3,3,1,3,2,5,10727630,1980,34,0,0,1
5,1460,2,1,4,2,0,4,2,6,9664772,1993,16,0,1,0
6,1807,2,1,5,1,1,2,2,6,13814213,1973,37,0,1,0
2,1103,1,1,3,1,1,1,3,3,13639322,1988,24,1,0,0
3,992,1,1,3,4,0,3,3,5,8886913,1988,21,0,1,0
2,1268,2,2,4,4,0,4,2,5,10460088,1996,14,0,1,0
6,1890,2,1,5,3,0,2,1,4,12011262,1995,17,0,1,0
1,670,1,1,2,2,0,3,3,3,5428752,1995,16,0,1,0
1,1236,1,1,3,1,1,2,3,3,7823880,1996,16,0,1,0
1,1256,1,1,3,3,0,3,2,3,6342483,1982,28,0,1,0
3,1071,1,1,3,2,1,1,3,6,15021495,1992,16,1,0,0
3,1217,2,1,4,3,1,1,3,6,12397660,2004,10,0,0,1
1,1488,2,2,4,3,1,1,3,1,7410353,1995,14,0,1,0
5,2162,3,2,5,1,1,2,2,5,18369951,1981,29,1,0,0
4,1623,2,1,4,5,1,1,3,1,14302277,1987,21,1,0,0
6,1585,1,1,4,3,0,1,2,6,18830994,1969,44,1,0,0
5,2237,4,2,6,4,0,4,3,6,12926248,1987,24,0,1,0
1,1662,2,2,4,5,0,2,1,6,9044450,1986,26,0,1,0
2,819,1,1,3,2,0,2,1,6,11012940,1974,36,1,0,0
5,2348,4,2,6,2,0,4,3,4,12814557,1981,30,0,0,1
2,604,1,1,2,2,1,2,3,6,9405319,1981,27,0,0,1
7,1849,2,1,5,5,0,4,2,4,12834991,1977,30,0,1,0
1,1617,2,2,4,5,1,1,3,5,10774881,1965,46,0,0,1
5,1733,2,1,4,3,0,2,3,5,15615167,1993,15,1,0,0
3,802,1,1,3,3,1,1,1,4,7473329,1977,35,0,0,1
2,1081,1,1,3,3,0,1,2,2,11464423,1973,36,1,0,0
2,1243,2,2,4,1,1,3,1,3,8559579,1976,35,0,1,0
1,1430,2,2,4,4,0,2,2,5,7935576,1972,37,0,1,0
5,1707,2,1,4,1,0,4,2,5,10194702,1985,26,0,0,1
5,1317,1,1,3,2,0,2,3,4,12470313,2000,10,1,0,0
1,1128,1,1,3,4,1,1,2,1,5723932,1963,48,0,0,1
5,2458,4,2,6,1,0,4,3,4,12081121,1990,21,0,1,0
3,1091,1,1,3,1,0,4,1,4,7998139,1987,22,0,0,1
4,1795,2,1,4,4,1,4,3,5,12447529,1971,40,0,0,1
5,2481,4,2,6,5,1,2,3,6,15104072,1995,13,0,1,0
3,1095,1,1,3,5,1,3,3,4,14513691,1994,18,1,0,0
7,1759,1,1,4,2,0,4,2,5,12349613,1976,36,0,1,0
6,1774,1,1,4,1,1,4,3,6,14377932,1967,41,0,1,0
5,2314,4,2,6,5,1,3,2,6,14754178,1990,20,0,0,1
6,1695,1,1,4,3,1,3,1,5,12581759,1978,35,0,1,0
3,1099,1,1,3,1,0,1,3,6,13903449,1978,31,1,0,0
7,1547,1,1,4,5,1,3,3,6,14033022,1973,37,0,1,0
2,927,1,1,3,2,0,4,2,2,10974138,2006,6,1,0,0
6,1966,2,1,5,1,0,1,1,5,12375340,1976,33,0,1,0
5,1541,2,1,4,5,0,2,3,5,14726913,1993,17,1,0,0
4,1978,3,2,5,1,1,2,1,5,11277041,1955,49,0,0,1
1,1208,1,1,3,2,1,1,3,4,11570490,1986,24,1,0,0
1,659,1,1,2,5,0,1,3,4,6188390,1989,20,0,1,0
7,1834,2,1,5,5,0,4,2,6,14662390,1998,9,0,1,0
3,792,1,1,2,4,1,3,2,4,8652769,2002,8,0,0,1
3,1262,2,1,4,5,0,3,2,6,11268966,1987,27,0,0,1
3,767,1,1,2,3,1,3,3,4,8711344,1978,34,0,0,1
1,1225,1,1,3,2,0,2,1,1,4514685,1975,35,0,0,1
3,732,1,1,2,3,1,1,3,4,8321680,2007,4,0,1,0
1,1647,2,2,4,3,1,3,3,6,11740212,1989,22,0,0,1
